id,pm2_5
id_ihxgrbq8bw,58.21426474913903
id_dg6s4fhiwe,58.21426474913903
id_f7hwwtmuzp,58.21426474913903
id_ioese5awdg,58.21426474913903
id_hdw320zpls,60.03156159294097
id_wnxl0jyxdm,58.21426474913903
id_irr46cfvrz,58.21426474913903
id_l3lg8y1tar,58.21426474913903
id_9bzncgu7ap,60.03156159294097
id_tq8gz80e59,58.21426474913903
id_gouch6j71l,60.03156159294097
id_gvg6pup3v5,58.21426474913903
id_xsyh8m7o0c,58.21426474913903
id_hsr9nym75x,58.21426474913903
id_kk2mprzws5,58.21426474913903
id_zztb716ruj,58.21426474913903
id_nc37c47azq,57.144403562062664
id_aq2zwrpazm,60.03156159294097
id_1if5noe1b4,60.03156159294097
id_9ch9qgghhp,58.21426474913903
id_i8ez1ppqtt,60.03156159294097
id_1gzede3sx1,58.21426474913903
id_c0cjjirgpf,63.72154662311116
id_y3cgdjsgq1,58.21426474913903
id_hqfk9eb7i3,58.21426474913903
id_heuv8vkjh4,58.21426474913903
id_fcoot945yi,58.21426474913903
id_h4j7gdpygc,58.21426474913903
id_0z5dftxu4p,60.03156159294097
id_0l3lpe7b09,60.03156159294097
id_q51pjcyt8q,58.21426474913903
id_5y5tak334a,58.21426474913903
id_ffpap9n3bi,59.91104222740197
id_wlrkf9c15k,58.21426474913903
id_i2rh9ih3f4,58.21426474913903
id_uqm3krxam7,58.21426474913903
id_3iwa156mvm,58.21426474913903
id_1lz3s1bdxs,58.21426474913903
id_jmqt01idjp,59.91104222740197
id_8gb7nw0rmx,58.21426474913903
id_4xwo0p10w6,60.03156159294097
id_m5bwlzsq1q,58.21426474913903
id_z4d44hh4z0,58.21426474913903
id_pmh6yxhfva,58.21426474913903
id_35d6qsok4a,58.21426474913903
id_77htjr9yc8,58.21426474913903
id_t8vdruehat,58.21426474913903
id_jckj5zjs3u,58.21426474913903
id_iaz7r7qv9z,58.21426474913903
id_uifln55ls5,58.52052987632494
id_d32frejzqm,58.52052987632494
id_exdub9ncvr,58.52052987632494
id_mxkrqowab2,58.52052987632494
id_y8ho5r6i9n,58.51812265988756
id_fiygo06opn,58.52052987632494
id_o3dfdr4sk8,56.394107901838815
id_akv54mqumg,58.52052987632494
id_h24kmkoube,32.96420215959679
id_x3hkwvtuum,32.96420215959679
id_w5yebgnpv0,32.96420215959679
id_0sqrmgfxq8,28.659793133032153
id_af7sxbklj4,28.659793133032153
id_hv5isckfyd,28.659793133032153
id_ghg0lmyh5v,27.84058508130692
id_wpckthcmjz,32.96420215959679
id_u8j139024n,28.659793133032153
id_1jadvwi51a,28.659793133032153
id_1gm8yzoyli,27.84058508130692
id_qsbblt5w3q,27.84058508130692
id_51h39wnp4b,33.78341021132207
id_ny5f2xtwmp,32.96420215959679
id_3dhao9xr06,27.84058508130692
id_wwcepeo72q,27.84058508130692
id_aekpxa9j8r,27.84058508130692
id_hlshs2v7p0,32.96420215959679
id_csaw4okqxs,33.78341021132207
id_a57xn6b266,32.96420215959679
id_v6zbdry3ae,27.84058508130692
id_mjgt3wrumc,27.84058508130692
id_rb71ryy76k,32.96420215959679
id_rzzwlgdruk,28.659793133032153
id_bg7hzhz9s5,27.84058508130692
id_9f0xa0vpm0,32.96420215959679
id_x19qug1u9n,32.96420215959679
id_neebsy7lt3,32.96420215959679
id_k5jc67rf2q,32.96420215959679
id_6vw340icrq,27.84058508130692
id_rpzdo2jabq,32.96420215959679
id_3m8w0ho783,27.84058508130692
id_2ziuzg6bnw,32.96420215959679
id_4hps6472o7,32.96420215959679
id_9cb9qenzw7,32.96420215959679
id_6rvd06xnhq,32.96420215959679
id_22gpyw7j4j,27.84058508130692
id_970drtediu,32.96420215959679
id_oec1w7ootb,32.96420215959679
id_7onpirv1s3,32.96420215959679
id_8rt8qfy8h4,32.96420215959679
id_e69vc06bss,32.96420215959679
id_7dv4xh47cy,32.96420215959679
id_vfx2x5hc15,32.96420215959679
id_ljvpa6cdtz,32.96420215959679
id_faa2v5ox7q,32.96420215959679
id_t6xdbl4ne4,27.84058508130692
id_r2fdbsyh1n,27.84058508130692
id_jhwi52u0q3,32.96420215959679
id_55pa9g9m9g,32.96420215959679
id_u347bmckbj,32.96420215959679
id_3ygrfqgttc,28.700594809616064
id_z7heeojpzb,32.96420215959679
id_utgueavnmx,27.84058508130692
id_h2tqqtxe1w,32.96420215959679
id_mrdqqwst7r,32.96420215959679
id_5053tusxc6,28.659793133032153
id_h6t5tbsidc,32.96420215959679
id_4fs05d28s6,32.96420215959679
id_qye7jwpbs8,32.96420215959679
id_um00ew0g1b,32.96420215959679
id_fzvy60mdma,27.84058508130692
id_l7u41q4cr9,28.659793133032153
id_26og4v2wx5,27.84058508130692
id_b0a1xu6nu0,32.96420215959679
id_xumsw5m3ip,32.96420215959679
id_3ftig6nrpk,32.96420215959679
id_0ejl66y98y,32.96420215959679
id_ph0mqd3qdu,32.96420215959679
id_1j21vhuakg,32.96420215959679
id_9b866t3kcl,32.96420215959679
id_gm3rhu9jak,32.96420215959679
id_vldjdgbudl,32.96420215959679
id_sg9gnw6j9a,32.96420215959679
id_jy6wca6oh6,32.96420215959679
id_lgnofy6syn,32.96420215959679
id_g1j9pxh5yp,32.96420215959679
id_xoh80ei36j,32.96420215959679
id_g4idr9b72i,32.96420215959679
